lat	lon	Ort	Lage	Source
50.88848	8.77067	Wetter	Kreisstraße	tauschgnom.de
52.43995	9.61686	Garbsen	Wilhelm-Reime-Straße	tauschgnom.de
51.561865	7.072792	Gelsenkirchen	Adenauer-Allee	tauschgnom.de
51.60921	7.05501	Gelsenkirchen	Eppmannsweg	tauschgnom.de
51.51711	7.08853	Gelsenkirchen	Grenzstraße	tauschgnom.de
51.32085	7.34001	Gevelsberg	Großer Markt	tauschgnom.de
51.52379	9.94669	Göttingen	Königsberger Straße	tauschgnom.de
50.6607527	7.826114	Hachenburg	Higham-Ferrers-Platz	tauschgnom.de
51.63826	7.74499	Hamm	Kamener Straße 	tauschgnom.de
51.7306412	6.5902008	Hamminkeln	Marktplatz	tauschgnom.de
52.384408	9.66508	Hannover	Wunstorfer Landstraße	tauschgnom.de
50.091646	8.607149	Frankfurt am Main	Alte Falterstraße	tauschgnom.de
52.0046461	8.5572968	Bielefeld	Detmolder Straße	tauschgnom.de
50.647811	6.195296	Roetgen	Hauptstraße	tauschgnom.de
51.30088	7.75627	Altena	Hauptstraße	tauschgnom.de
50.130112	8.917129	Hanau	Gärterstraße	tauschgnom.de
49.28873	7.65418	Waldfischbach	Bahnhofstraße	tauschgnom.de
50.873091	6.691735	Kerpen	Jahnplatz	tauschgnom.de
49.44445	6.63805	Merzig	Am Seffersbach	tauschgnom.de
49.337497	8.911177	Epfenbach	Hauptstraße	tauschgnom.de
48.459458	8.413568	Freudenstadt	Lauterbadstraße	tauschgnom.de
48.108635	12.209478	Soyen	Seestraße	tauschgnom.de
51.526795	9.916158	Göttingen 	Allerstraße	tauschgnom.de
47.796022	9.098444	Sipplingen	Rathausstraße	tauschgnom.de
52.309017	10.504645	Braunschweig	Hansestraße	tauschgnom.de
51.62573	7.511555	Lünen	Borker Straße	tauschgnom.de
51.477001	11.971503	Halle (Saale)	Franckeplatz	tauschgnom.de
52.678392	9.616518	Schwarmstedt	Hauptstraße	tauschgnom.de
49.231706	6.999707	Saarbrücken	Mainzerstraße	tauschgnom.de
51.464155	7.327665	Bochum	In der Schornau	tauschgnom.de
50.727019	7.07505	Bonn	Frongasse	tauschgnom.de
52.37131	9.73495	Hannover	Am Markte	tauschgnom.de
52.35024	9.68375	Hannover	Ludwig-Gleue-Weg	tauschgnom.de
52.4200425	9.7997815	Hannover	Kurze-Kamp-Straße 	tauschgnom.de
52.3622	9.77029	Hannover	Rimpaustraße	tauschgnom.de
52.37085	9.72778	Hannover	Neustädter Markt	tauschgnom.de
52.36363	9.67571	Hannover	Davenstedter Markt	tauschgnom.de
52.3403509	9.763761	Hannover	Bernwardstraße	tauschgnom.de
52.40297	9.80001	Hannover	Läuferweg	tauschgnom.de
52.39987	9.71536	Hannover	Voltmerstraße	tauschgnom.de
52.39408	9.68364	Hannover	Herrenhäuser Straße	tauschgnom.de
49.374092	11.213451	Feucht	Heinrich-Schobert-Weg	tauschgnom.de
53.076361	11.861946	Perleberg	Krämerstraße	tauschgnom.de
51.118256	9.658269	Spangenberg	Am Schloßberg	tauschgnom.de
51.16385	9.7358	Hessisch-Lichtenau	Barbarossaweg	tauschgnom.de
51.11078	10.17388	Weißenborn	Premiumwanderweg	tauschgnom.de
51.302417	9.502985	Kassel	Arndtstraße	tauschgnom.de
50.831144	12.923706	Chemnitz	Moritzstraße	tauschgnom.de
50.080539	8.245343	Wiesbaden	Frankfurter Straße	tauschgnom.de
50.080539	8.245343	Wiesbaden	Frankfurter Straße	tauschgnom.de
51.304862	13.30341	Riesa	Hauptstaße	tauschgnom.de
52.3754	9.79627	Hannover	Ebellstraße	tauschgnom.de
52.41298	9.67782	Hannover	Immelmannstraße	tauschgnom.de
52.37732	9.68554	Hannover	Harenberger Straße	tauschgnom.de
52.37436	9.7062	Hannover	Pfarrlandstraße	tauschgnom.de
52.3605982	9.7182686	Hannover	Charlottenstraße	tauschgnom.de
52.39016	9.74443	Hannover	Jakobistraße	tauschgnom.de
52.38525	9.72417	Hannover	Engelbosteler Damm	tauschgnom.de
52.342318	9.714383	Hannover	Wallensteinstraße	tauschgnom.de
52.40919	9.66111	Hannover	Ithstraße	tauschgnom.de
52.36197	9.75369	Hannover	Schlägerstraße	tauschgnom.de
51.810031	10.238716	Bad Grund	Clausthaler Straße	tauschgnom.de
50.819191	6.980309	Wesseling	Alfons-Müller-Platz	tauschgnom.de
51.239257	7.089397	Wuppertal	Heinrich-Heine-Straße	tauschgnom.de
49.789854	9.120923	Lützelbach-Seckmauern	Am Graben	tauschgnom.de
50.624284	6.949235	Rheinbach	Himmeroder Wall	tauschgnom.de
52.102456	8.299746	Borgholzhausen	Am Uphof	tauschgnom.de
50.308638	11.925784	Hof	Orleanstrasse	tauschgnom.de
53.128492	8.736917	Bremen	Am Nonnenberg	tauschgnom.de
52.326593	9.850827	Hannover	Kirchbichler Straße	tauschgnom.de
50.938608	7.007428	Köln	Hauptstraße	tauschgnom.de
51.4114553	7.2007597	Hattingen	Thingstraße	tauschgnom.de
49.40983	8.69539	Heidelberg	Neugasse	tauschgnom.de
48.67657	10.15321	Heidenheim an der Brenz	Grabenstraße	tauschgnom.de
51.33046	7.73758	Hemer	Heinrich-Goswin-Straße	tauschgnom.de
50.95539	7.01398	Hennef	Frankfurter Straße	tauschgnom.de
50.88099	6.8912	Hürth	Luxemburger Straße	tauschgnom.de
53.9231	9.5186	Itzehoe	Kirchenstraße	tauschgnom.de
50.92241	6.35799	Jülich	Marktplatz	tauschgnom.de
50.91828	6.36768	Jülich	Bahnhofstraße	tauschgnom.de
50.92381	6.36562	Jülich	Römerstraße	tauschgnom.de
